id,Sección,Sub-sección,Indicador,Categoría,Segmentación,Grupo,%,N Base,N,Página,Tabla,Fuente_tipo,Tipo_pregunta,N_Base_tipo,Nota
778,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,14 años (Participa en apuestas),42,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
779,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,15 años (Participa en apuestas),36,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
780,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,15 años (Participa en apuestas),14,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
781,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,15 años (Participa en apuestas),50,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
782,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,16 años (Participa en apuestas),34,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
783,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,16 años (Participa en apuestas),13,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
784,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,16 años (Participa en apuestas),53,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
785,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,17 años (Participa en apuestas),36,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
786,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,17 años (Participa en apuestas),11,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
787,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,17 años (Participa en apuestas),53,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
788,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,18 años (Participa en apuestas),41,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
789,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,18 años (Participa en apuestas),11,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
790,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,18 años (Participa en apuestas),48,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
791,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Género,Mujeres (Conoce a alguien),15,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
792,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Género,Mujeres (Conoce a alguien),18,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
793,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Género,Mujeres (Conoce a alguien),67,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
794,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Género,Varones (Conoce a alguien),33,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
795,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Género,Varones (Conoce a alguien),15,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
796,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Género,Varones (Conoce a alguien),52,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
797,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,13 años (Conoce a alguien),29,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
798,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,13 años (Conoce a alguien),16,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
799,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,13 años (Conoce a alguien),56,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
800,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,14 años (Conoce a alguien),23,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
801,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,14 años (Conoce a alguien),14,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
802,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,14 años (Conoce a alguien),64,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
803,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,15 años (Conoce a alguien),26,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
804,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,15 años (Conoce a alguien),18,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
805,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,15 años (Conoce a alguien),56,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
806,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,16 años (Conoce a alguien),26,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
807,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,16 años (Conoce a alguien),17,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
808,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,16 años (Conoce a alguien),57,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
809,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,17 años (Conoce a alguien),20,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
810,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,17 años (Conoce a alguien),18,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
811,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,17 años (Conoce a alguien),62,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
812,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,18 años (Conoce a alguien),19,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
813,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,18 años (Conoce a alguien),14,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
814,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,18 años (Conoce a alguien),67,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
815,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Género,Mujeres (No participa ni conoce a alguien),17,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
816,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Género,Mujeres (No participa ni conoce a alguien),14,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
817,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Género,Mujeres (No participa ni conoce a alguien),69,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
818,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Género,Varones (No participa ni conoce a alguien),28,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
819,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Género,Varones (No participa ni conoce a alguien),14,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
820,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Género,Varones (No participa ni conoce a alguien),58,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
821,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,13 años (No participa ni conoce a alguien),21,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
822,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,13 años (No participa ni conoce a alguien),14,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
823,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,13 años (No participa ni conoce a alguien),65,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
824,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,14 años (No participa ni conoce a alguien),20,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
825,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,14 años (No participa ni conoce a alguien),12,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
826,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,14 años (No participa ni conoce a alguien),68,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
827,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,15 años (No participa ni conoce a alguien),22,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
828,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,15 años (No participa ni conoce a alguien),17,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
829,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,15 años (No participa ni conoce a alguien),61,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
830,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,16 años (No participa ni conoce a alguien),21,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
831,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,16 años (No participa ni conoce a alguien),18,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
832,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,16 años (No participa ni conoce a alguien),61,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
833,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,17 años (No participa ni conoce a alguien),28,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
834,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,17 años (No participa ni conoce a alguien),10,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
835,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,17 años (No participa ni conoce a alguien),62,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
836,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Edad,18 años (No participa ni conoce a alguien),22,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
837,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Edad,18 años (No participa ni conoce a alguien),9,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
838,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Edad,18 años (No participa ni conoce a alguien),68,,,39,Tabla 15,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
839,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Región,AMBA (Participa en apuestas),47,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
840,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Región,AMBA (Participa en apuestas),12,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
841,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Región,AMBA (Participa en apuestas),42,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
842,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Región,Centro (Participa en apuestas),39,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
843,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Región,Centro (Participa en apuestas),13,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
844,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Región,Centro (Participa en apuestas),49,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
845,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Región,Cuyo (Participa en apuestas),23,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
846,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Ilegal,Región,Cuyo (Participa en apuestas),6,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
847,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,No estoy seguro/a,Región,Cuyo (Participa en apuestas),71,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
848,Regulación y prevención,Diferenciación de sitios legales vs. ilegales simulados,Identificación de la legitimidad del sitio simulado www.apuestasya.bet.ar,Legal,Región,NEA (Participa en apuestas),25,,,40,Tabla 16,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
